,taskID,prompt,entry_point,response
143,HumanEval/142,"


def sum_squares(lst):
    """"""""
    This function will take a list of integers. For all entries in the list, the function shall square the integer entry if its index is a 
    multiple of 3 and will cube the integer entry if its index is a multiple of 4 and not a multiple of 3. The function will not 
    change the entries in the list whose indexes are not a multiple of 3 or 4. The function shall then return the sum of all entries. 
    
    Examples:
    For lst = [1,2,3] the output should be 6
    For lst = []  the output should be 0
    For lst = [-1,-5,2,-1,-5]  the output should be -126
    """"""
",sum_squares,"Here are the 10 test cases for the function'sum_squares':

sum_squares([1,2,3])
sum_squares([])
sum_squares([1,2,3,4,5,6])
sum_squares([-1,-5,2,-1,-5])
sum_squares([1,2,3,4,5,6,7,8,9])
sum_squares([2,2,2,2,2,2,2,2,2])
sum_squares([1,1,1,1,1,1,1,1,1])
sum_squares([-2,-2,-2,-2,-2,-2,-2,-2,-2])
sum_squares([0,0,0,0,0,0,0,0,0])
sum_squares([5,5,5,5,5,5,5,5,5])"
144,HumanEval/143,"
def words_in_sentence(sentence):
    """"""
    You are given a string representing a sentence,
    the sentence contains some words separated by a space,
    and you have to return a string that contains the words from the original sentence,
    whose lengths are prime numbers,
    the order of the words in the new string should be the same as the original one.

    Example 1:
        Input: sentence = ""This is a test""
        Output: ""is""

    Example 2:
        Input: sentence = ""lets go for swimming""
        Output: ""go for""

    Constraints:
        * 1 <= len(sentence) <= 100
        * sentence contains only letters
    """"""
",words_in_sentence,"words_in_sentence(""This is a test"")
words_in_sentence(""lets go for swimming"")
words_in_sentence(""Hello World"")
words_in_sentence(""Python programming"")
words_in_sentence(""I am learning"")
words_in_sentence(""This is a test sentence"")
words_in_sentence(""a b c d e f g"")
words_in_sentence(""I am a developer"")
words_in_sentence(""This is a simple sentence"")
words_in_sentence(""short sentence"")
words_in_sentence(""one two three four"")"
145,HumanEval/144,"
def simplify(x, n):
    """"""Your task is to implement a function that will simplify the expression
    x * n. The function returns True if x * n evaluates to a whole number and False
    otherwise. Both x and n, are string representation of a fraction, and have the following format,
    <numerator>/<denominator> where both numerator and denominator are positive whole numbers.

    You can assume that x, and n are valid fractions, and do not have zero as denominator.

    simplify(""1/5"", ""5/1"") = True
    simplify(""1/6"", ""2/1"") = False
    simplify(""7/10"", ""10/2"") = False
    """"""
",simplify,"""simplify('1/2', '2/1')"" 
""simplify('1/2', '1/2')"" 
""simplify('3/4', '2/3')"" 
""simplify('1/2', '4/2')"" 
""simplify('2/3', '1/1')"" 
""simplify('1/5', '5/1')"" 
""simplify('7/10', '10/2')"" 
""simplify('1/6', '2/1')"" 
""simplify('3/4', '4/3')"" 
""simplify('1/2', '1/3')"""
146,HumanEval/145,"
def order_by_points(nums):
    """"""
    Write a function which sorts the given list of integers
    in ascending order according to the sum of their digits.
    Note: if there are several items with similar sum of their digits,
    order them based on their index in original list.

    For example:
    >>> order_by_points([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
    >>> order_by_points([]) == []
    """"""
",order_by_points,"order_by_points([1, 11, -1, -11, -12])
order_by_points([])
order_by_points([0, 10, -10, 100, -100])
order_by_points([-10, -1, 0, 1, 10])
order_by_points([5, 5, 5, 5])
order_by_points([10, 20, 30, 40, 50])
order_by_points([-5, -10, -15, -20, -25])
order_by_points([1, 2, 3, 4, 5])
order_by_points([100, 50, 20, 10, 5])
order_by_points([-100, -50, -20, -10, -5])"
147,HumanEval/146,"
def specialFilter(nums):
    """"""Write a function that takes an array of numbers as input and returns 
    the number of elements in the array that are greater than 10 and both 
    first and last digits of a number are odd (1, 3, 5, 7, 9).
    For example:
    specialFilter([15, -73, 14, -15]) => 1 
    specialFilter([33, -2, -3, 45, 21, 109]) => 2
    """"""
",specialFilter,"Here are the test cases for the function'specialFilter':

1. specialFilter([15, -73, 14, -15])
2. specialFilter([33, -2, -3, 45, 21, 109])
3. specialFilter([12, 24, 36, 48, 60, 72, 84, 96, 108])
4. specialFilter([11, 13, 15, 17, 19, 21, 23, 25, 27, 29])
5. specialFilter([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])
6. specialFilter([10, 11, 12, 13, 14, 15, 16, 17, 18, 19])
7. specialFilter([-1, -3, -5, -7, -9, -11, -13, -15, -17, -19])
8. specialFilter([10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20])
9. specialFilter([-10, -11, -12, -13, -14, -15, -16, -17, -18, -19])
10. specialFilter([10, 10, 10, 10, 10, 10, 10, 10, 10, 10])"
148,HumanEval/147,"
def get_max_triples(n):
    """"""
    You are given a positive integer n. You have to create an integer array a of length n.
        For each i (1 ≤ i ≤ n), the value of a[i] = i * i - i + 1.
        Return the number of triples (a[i], a[j], a[k]) of a where i < j < k, 
    and a[i] + a[j] + a[k] is a multiple of 3.

    Example :
        Input: n = 5
        Output: 1
        Explanation: 
        a = [1, 3, 7, 13, 21]
        The only valid triple is (1, 7, 13).
    """"""
",get_max_triples,"print(get_max_triples(1))
print(get_max_triples(2))
print(get_max_triples(3))
print(get_max_triples(4))
print(get_max_triples(5))
print(get_max_triples(6))
print(get_max_triples(7))
print(get_max_triples(8))
print(get_max_triples(9))
print(get_max_triples(10))"
149,HumanEval/148,"
def bf(planet1, planet2):
    '''
    There are eight planets in our solar system: the closerst to the Sun 
    is Mercury, the next one is Venus, then Earth, Mars, Jupiter, Saturn, 
    Uranus, Neptune.
    Write a function that takes two planet names as strings planet1 and planet2. 
    The function should return a tuple containing all planets whose orbits are 
    located between the orbit of planet1 and the orbit of planet2, sorted by 
    the proximity to the sun. 
    The function should return an empty tuple if planet1 or planet2
    are not correct planet names. 
    Examples
    bf(""Jupiter"", ""Neptune"") ==> (""Saturn"", ""Uranus"")
    bf(""Earth"", ""Mercury"") ==> (""Venus"")
    bf(""Mercury"", ""Uranus"") ==> (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"")
    '''
",bf,"bf(""Jupiter"", ""Neptune"")
bf(""Earth"", ""Mercury"")
bf(""Mercury"", ""Uranus"")
bf(""Venus"", ""Mars"")
bf(""Mars"", ""Jupiter"")
bf(""Jupiter"", ""Saturn"")
bf(""Saturn"", ""Uranus"")
bf(""Neptune"", ""Mercury"")
bf(""Mercury"", ""Venus"")
bf(""Uranus"", ""Neptune"")"
150,HumanEval/149,"
def sorted_list_sum(lst):
    """"""Write a function that accepts a list of strings as a parameter,
    deletes the strings that have odd lengths from it,
    and returns the resulted list with a sorted order,
    The list is always a list of strings and never an array of numbers,
    and it may contain duplicates.
    The order of the list should be ascending by length of each word, and you
    should return the list sorted by that rule.
    If two words have the same length, sort the list alphabetically.
    The function should return a list of strings in sorted order.
    You may assume that all words will have the same length.
    For example:
    assert list_sort([""aa"", ""a"", ""aaa""]) => [""aa""]
    assert list_sort([""ab"", ""a"", ""aaa"", ""cd""]) => [""ab"", ""cd""]
    """"""
",sorted_list_sum,"print(sorted_list_sum([""aa"", ""a"", ""aaa""]))
print(sorted_list_sum([""ab"", ""a"", ""aaa"", ""cd""]))
print(sorted_list_sum([""a"", ""b"", ""c"", ""d"", ""e"", ""f""]))
print(sorted_list_sum([""hello"", ""world"", ""abc"", ""def"", ""ghi""]))
print(sorted_list_sum([""a"", ""a"", ""a"", ""a"", ""a""]))
print(sorted_list_sum([""a"", ""b"", ""c"", ""d"", ""e"", ""f"", ""g"", ""h"", ""i"", ""j""]))
print(sorted_list_sum([""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a""]))
print(sorted_list_sum([""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a""]))
print(sorted_list_sum([""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a""]))
print(sorted_list_sum([]))"
151,HumanEval/150,"
def x_or_y(n, x, y):
    """"""A simple program which should return the value of x if n is 
    a prime number and should return the value of y otherwise.

    Examples:
    for x_or_y(7, 34, 12) == 34
    for x_or_y(15, 8, 5) == 5
    
    """"""
",x_or_y,"x_or_y(7, 34, 12)
x_or_y(15, 34, 12)
x_or_y(2, 34, 12)
x_or_y(3, 34, 12)
x_or_y(4, 34, 12)
x_or_y(5, 34, 12)
x_or_y(1, 34, 12)
x_or_y(0, 34, 12)
x_or_y(-1, 34, 12)
x_or_y(10, 34, 12)"
152,HumanEval/151,"
def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    
    double_the_difference([1, 3, 2, 0]) == 1 + 9 + 0 + 0 = 10
    double_the_difference([-1, -2, 0]) == 0
    double_the_difference([9, -2]) == 81
    double_the_difference([0]) == 0  
   
    If the input list is empty, return 0.
    '''
",double_the_difference,"double_the_difference([1, 3, 2, 0]) 
double_the_difference([-1, -2, 0]) 
double_the_difference([9, -2]) 
double_the_difference([0]) 
double_the_difference([]) 
double_the_difference([1, 2, 3, 4, 5]) 
double_the_difference([-1, 2, 3, 4, 5]) 
double_the_difference([9, 2, 3, 4, 5]) 
double_the_difference([-1, -2, -3, -4, -5]) 
double_the_difference([1, 1, 3, 3, 5, 5])"
153,HumanEval/152,"
def compare(game,guess):
    """"""I think we all remember that feeling when the result of some long-awaited
    event is finally known. The feelings and thoughts you have at that moment are
    definitely worth noting down and comparing.
    Your task is to determine if a person correctly guessed the results of a number of matches.
    You are given two arrays of scores and guesses of equal length, where each index shows a match. 
    Return an array of the same length denoting how far off each guess was. If they have guessed correctly,
    the value is 0, and if not, the value is the absolute difference between the guess and the score.
    
    
    example:

    compare([1,2,3,4,5,1],[1,2,3,4,2,-2]) -> [0,0,0,0,3,3]
    compare([0,5,0,0,0,4],[4,1,1,0,0,-2]) -> [4,4,1,0,0,6]
    """"""
",compare,"game = [1, 2, 3, 4, 5, 1]
guess = [1, 2, 3, 4, 2, -2]
print(compare(game, guess))

game = [0, 5, 0, 0, 0, 4]
guess = [4, 1, 1, 0, 0, -2]
print(compare(game, guess))

game = [1, 1, 1, 1, 1, 1]
guess = [1, 1, 1, 1, 1, 1]
print(compare(game, guess))

game = [1, 2, 3, 4, 5, 6]
guess = [7, 8, 9, 4, 5, 6]
print(compare(game, guess))

game = [1, 1, 1, 1, 1, 1]
guess = [2, 2, 2, 2, 2, 2]
print(compare(game, guess))

game = [1, 2, 3, 4, 5, 6]
guess = [1, 2, 3, 4, 5, 7]
print(compare(game, guess))

game = [1, 2, 3, 4, 5, 6]
guess = [1, 2, 3, 4, 5, 4]
print(compare(game, guess))

game = [1, 1, 1, 1, 1, 1]
guess = [1, 2, 3, 4, 5, 6]
print(compare(game, guess))

game = [1, 2, 3, 4, 5, 6]
guess = [1, 2, 3, 4, 5, 5]
print(compare(game, guess))

game = [1, 1, 1, 1, 1, 1]
guess = [1, 1, 1, 1, 1, 1]
print(compare(game, guess))"
154,HumanEval/153,"
def Strongest_Extension(class_name, extensions):
    """"""You will be given the name of a class (a string) and a list of extensions.
    The extensions are to be used to load additional classes to the class. The
    strength of the extension is as follows: Let CAP be the number of the uppercase
    letters in the extension's name, and let SM be the number of lowercase letters 
    in the extension's name, the strength is given by the fraction CAP - SM. 
    You should find the strongest extension and return a string in this 
    format: ClassName.StrongestExtensionName.
    If there are two or more extensions with the same strength, you should
    choose the one that comes first in the list.
    For example, if you are given ""Slices"" as the class and a list of the
    extensions: ['SErviNGSliCes', 'Cheese', 'StuFfed'] then you should
    return 'Slices.SErviNGSliCes' since 'SErviNGSliCes' is the strongest extension 
    (its strength is -1).
    Example:
    for Strongest_Extension('my_class', ['AA', 'Be', 'CC']) == 'my_class.AA'
    """"""
",Strongest_Extension,"Here are 10 test cases for the function 'Strongest_Extension':

'Strongest_Extension(""Slices"", [""SErviNGSliCes"", ""Cheese"", ""StuFfed""])'
'Strongest_Extension(""my_class"", [""AA"", ""Be"", ""CC""])'
'Strongest_Extension(""Class1"", [""Hello"", ""World"", ""Python""])'
'Strongest_Extension(""Class2"", [""abc"", ""ABC"", ""abcd""])'
'Strongest_Extension(""Class3"", [""a"", ""b"", ""c""])'
'Strongest_Extension(""Class4"", [""XyZ"", ""xy"", ""X""])'
'Strongest_Extension(""Class5"", [""AAA"", ""BBB"", ""CCC""])'
'Strongest_Extension(""Class6"", [""aBc"", ""AbC"", ""abc""])'
'Strongest_Extension(""Class7"", ["""", ""hello"", ""world""])'
'Strongest_Extension(""Class8"", ["""", ""abc"", ""xyz""])'"
155,HumanEval/154,"
def cycpattern_check(a , b):
    """"""You are given 2 words. You need to return True if the second word or any of its rotations is a substring in the first word
    cycpattern_check(""abcd"",""abd"") => False
    cycpattern_check(""hello"",""ell"") => True
    cycpattern_check(""whassup"",""psus"") => False
    cycpattern_check(""abab"",""baa"") => True
    cycpattern_check(""efef"",""eeff"") => False
    cycpattern_check(""himenss"",""simen"") => True

    """"""
",cycpattern_check,"cycpattern_check(""abcd"", ""abd"")
cycpattern_check(""hello"", ""ell"")
cycpattern_check(""whassup"", ""psus"")
cycpattern_check(""abab"", ""baa"")
cycpattern_check(""efef"", ""eeff"")
cycpattern_check(""himenss"", ""simen"")
cycpattern_check(""hello"", ""h"")
cycpattern_check(""world"", ""world"")
cycpattern_check(""hello"", ""hello"")
cycpattern_check(""hello"", ""o"")"
156,HumanEval/155,"
def even_odd_count(num):
    """"""Given an integer. return a tuple that has the number of even and odd digits respectively.

     Example:
        even_odd_count(-12) ==> (1, 1)
        even_odd_count(123) ==> (1, 2)
    """"""
",even_odd_count,"even_odd_count(12)
even_odd_count(-12)
even_odd_count(123)
even_odd_count(456)
even_odd_count(789)
even_odd_count(101)
even_odd_count(-101)
even_odd_count(1000)
even_odd_count(-1000)
even_odd_count(0)"
157,HumanEval/156,"
def int_to_mini_roman(number):
    """"""
    Given a positive integer, obtain its roman numeral equivalent as a string,
    and return it in lowercase.
    Restrictions: 1 <= num <= 1000

    Examples:
    >>> int_to_mini_roman(19) == 'xix'
    >>> int_to_mini_roman(152) == 'clii'
    >>> int_to_mini_roman(426) == 'cdxxvi'
    """"""
",int_to_mini_roman,"int_to_mini_roman(1)
int_to_mini_roman(4)
int_to_mini_roman(5)
int_to_mini_roman(9)
int_to_mini_roman(10)
int_to_mini_roman(19)
int_to_mini_roman(20)
int_to_mini_roman(99)
int_to_mini_roman(100)
int_to_mini_roman(1000)"
158,HumanEval/157,"
def right_angle_triangle(a, b, c):
    '''
    Given the lengths of the three sides of a triangle. Return True if the three
    sides form a right-angled triangle, False otherwise.
    A right-angled triangle is a triangle in which one angle is right angle or 
    90 degree.
    Example:
    right_angle_triangle(3, 4, 5) == True
    right_angle_triangle(1, 2, 3) == False
    '''
",right_angle_triangle,"right_angle_triangle(3, 4, 5)
right_angle_triangle(1, 2, 3)
right_angle_triangle(5, 12, 13)
right_angle_triangle(8, 15, 17)
right_angle_triangle(7, 24, 25)
right_angle_triangle(3, 4, 6)
right_angle_triangle(9, 10, 15)
right_angle_triangle(5, 5, 5)
right_angle_triangle(2, 2, 2)
right_angle_triangle(1, 1, 1)"
159,HumanEval/158,"
def find_max(words):
    """"""Write a function that accepts a list of strings.
    The list contains different words. Return the word with maximum number
    of unique characters. If multiple strings have maximum number of unique
    characters, return the one which comes first in lexicographical order.

    find_max([""name"", ""of"", ""string""]) == ""string""
    find_max([""name"", ""enam"", ""game""]) == ""enam""
    find_max([""aaaaaaa"", ""bb"" ,""cc""]) == """"aaaaaaa""
    """"""
",find_max,"find_max([""name"", ""of"", ""string""])
find_max([""name"", ""enam"", ""game""])
find_max([""aaaaaaa"", ""bb"", ""cc""])
find_max([""a"", ""b"", ""c""])
find_max([""hello"", ""world"", ""abc""])
find_max([""a"", ""ab"", ""abc""])
find_max([""abc"", ""abcd"", ""abcde""])
find_max([""a"", ""b"", ""c"", ""d"", ""e""])
find_max([""hello"", ""world"", ""abcdef""])
find_max([""a"", ""ab"", ""abcd""])"
160,HumanEval/159,"
def eat(number, need, remaining):
    """"""
    You're a hungry rabbit, and you already have eaten a certain number of carrots,
    but now you need to eat more carrots to complete the day's meals.
    you should return an array of [ total number of eaten carrots after your meals,
                                    the number of carrots left after your meals ]
    if there are not enough remaining carrots, you will eat all remaining carrots, but will still be hungry.
    
    Example:
    * eat(5, 6, 10) -> [11, 4]
    * eat(4, 8, 9) -> [12, 1]
    * eat(1, 10, 10) -> [11, 0]
    * eat(2, 11, 5) -> [7, 0]
    
    Variables:
    @number : integer
        the number of carrots that you have eaten.
    @need : integer
        the number of carrots that you need to eat.
    @remaining : integer
        the number of remaining carrots thet exist in stock
    
    Constrain:
    * 0 <= number <= 1000
    * 0 <= need <= 1000
    * 0 <= remaining <= 1000

    Have fun :)
    """"""
",eat,"eat(0, 5, 5)
eat(5, 5, 5)
eat(4, 8, 9)
eat(10, 5, 10)
eat(1, 10, 10)
eat(2, 11, 5)
eat(0, 0, 10)
eat(1000, 1000, 1000)
eat(1000, 1001, 1000)
eat(0, 1000, 0)
eat(1000, 0, 0)"
161,HumanEval/160,"
def do_algebra(operator, operand):
    """"""
    Given two lists operator, and operand. The first list has basic algebra operations, and 
    the second list is a list of integers. Use the two given lists to build the algebric 
    expression and return the evaluation of this expression.

    The basic algebra operations:
    Addition ( + ) 
    Subtraction ( - ) 
    Multiplication ( * ) 
    Floor division ( // ) 
    Exponentiation ( ** ) 

    Example:
    operator['+', '*', '-']
    array = [2, 3, 4, 5]
    result = 2 + 3 * 4 - 5
    => result = 9

    Note:
        The length of operator list is equal to the length of operand list minus one.
        Operand is a list of of non-negative integers.
        Operator list has at least one operator, and operand list has at least two operands.

    """"""
",do_algebra,"Here are 10 test cases for the function 'do_algebra':

operator = ['+', '*'], operand = [2, 3, 4]
do_algebra(operator, operand)

operator = ['-', '**'], operand = [5, 2, 3]
do_algebra(operator, operand)

operator = ['*', '//'], operand = [4, 2, 3]
do_algebra(operator, operand)

operator = ['+', '-'], operand = [1, 2, 3, 4]
do_algebra(operator, operand)

operator = ['*'], operand = [5, 6]
do_algebra(operator, operand)

operator = ['//'], operand = [4, 2]
do_algebra(operator, operand)

operator = ['**'], operand = [2, 3]
do_algebra(operator, operand)

operator = ['+', '+', '-'], operand = [1, 2, 3, 4, 5]
do_algebra(operator, operand)

operator = ['*', '*'], operand = [2, 3, 4]
do_algebra(operator, operand)

operator = ['-', '-'], operand = [5, 2, 3, 4]
do_algebra(operator, operand)"
162,HumanEval/161,"
def solve(s):
    """"""You are given a string s.
    if s[i] is a letter, reverse its case from lower to upper or vise versa, 
    otherwise keep it as it is.
    If the string contains no letters, reverse the string.
    The function should return the resulted string.
    Examples
    solve(""1234"") = ""4321""
    solve(""ab"") = ""AB""
    solve(""#a@C"") = ""#A@c""
    """"""
",solve,"solve(""1234"")
solve(""ab"")
solve(""#a@C"")
solve(""Hello World"")
solve("""")
solve(""Aa"")
solve(""123abc"")
solve(""Hello"")
solve(""12345"")
solve(""abc123"")
solve(""aBcD"")"
163,HumanEval/162,"
def string_to_md5(text):
    """"""
    Given a string 'text', return its md5 hash equivalent string.
    If 'text' is an empty string, return None.

    >>> string_to_md5('Hello world') == '3e25960a79dbc69b674cd4ec67a72c62'
    """"""
",string_to_md5,"Here are the test cases for the function'string_to_md5':

string_to_md5('Hello world')
string_to_md5('')
string_to_md5('Python is fun')
string_to_md5('This is a test')
string_to_md5('1234567890')
string_to_md5('a' * 1000)
string_to_md5('abcdefghijklmnopqrstuvwxyz')
string_to_md5('ABCDEFGHIJKLMNOPQRSTUVWXYZ')
string_to_md5('0123456789')
string_to_md5('!@#$%^&*()_+-=')
string_to_md5('This is another test')"
164,HumanEval/163,"
def generate_integers(a, b):
    """"""
    Given two positive integers a and b, return the even digits between a
    and b, in ascending order.

    For example:
    generate_integers(2, 8) => [2, 4, 6, 8]
    generate_integers(8, 2) => [2, 4, 6, 8]
    generate_integers(10, 14) => []
    """"""
",generate_integers,"generate_integers(2, 8)
generate_integers(8, 2)
generate_integers(10, 14)
generate_integers(2, 5)
generate_integers(5, 5)
generate_integers(5, 8)
generate_integers(1, 10)
generate_integers(20, 25)
generate_integers(5, 15)
generate_integers(1, 1)"
